repeat_id,split_seed,image_id,gt_grade,set_id,clinician_id,condition,final_grade,confidence_score,decision_time_sec,correct,ai_shown_pred_grade,ai_shown_prob_top1,confidence_prob_calib
0,0,70,2,test,1,No-assist,0,53.2686247805881,22.680564614654458,0,2,,0.3428272020413778
0,0,70,2,test,1,AI-assist,2,50.94216066493336,23.53839757846384,0,2,0.5,0.4968406822346701
0,0,70,2,test,2,No-assist,4,52.84496603917895,22.51035487909212,0,2,,0.8086625142479311
0,0,70,2,test,2,AI-assist,2,50.27841549166,38.16458980992318,0,2,0.5,0.6797197461022937
0,0,71,3,test,1,No-assist,1,44.1948011626873,19.603940371216904,0,3,,0.7471314242300409
0,0,71,3,test,1,AI-assist,3,50.43359210963264,8.354029773132057,0,3,0.5,0.9488956847780464
0,0,71,3,test,2,No-assist,3,85.81567443132143,21.544830153473782,1,3,,0.6682768207801538
0,0,71,3,test,2,AI-assist,3,81.1800828757047,16.35142577690337,1,3,0.5,0.499
0,0,72,0,test,1,No-assist,0,79.55421063643927,21.38938040824164,1,0,,0.8286649095628573
0,0,72,0,test,1,AI-assist,0,81.46914111946988,9.704989013854233,1,0,0.5,0.9670649095628576
0,0,72,0,test,2,No-assist,0,72.82180401748526,21.266317982394977,0,0,,0.7410992036372697
0,0,72,0,test,2,AI-assist,0,80.45180401748524,15.223903167954564,0,0,0.75,0.4984408799690086
0,0,73,3,test,1,No-assist,4,44.4787506356489,22.275489066772675,1,3,,0.7405960202019295
0,0,73,3,test,1,AI-assist,3,50.44950687493153,26.04825020764036,0,3,0.5,0.499
0,0,73,3,test,2,No-assist,2,55.699399381417024,20.289649048769988,1,3,,0.6893630075742895
0,0,73,3,test,2,AI-assist,3,50.4384004221804,21.421998136132867,0,3,0.5,0.7451318996913733
0,0,74,4,test,1,No-assist,3,63.58324017280669,21.713643198569976,0,4,,0.6654557917634123
0,0,74,4,test,1,AI-assist,1,56.5930340787174,21.800382227552653,1,4,0.5,0.6906648062105994
0,0,74,4,test,2,No-assist,1,83.98850050937372,21.71312862539241,1,4,,0.8388748601704257
0,0,74,4,test,2,AI-assist,0,57.73670561200911,28.991807217068555,1,4,0.5,0.7430160437461766
0,0,75,0,test,1,No-assist,1,42.04298752213632,19.85327605481949,0,0,,0.901
0,0,75,0,test,1,AI-assist,0,50.312987522136304,14.66192622799361,1,0,0.75,0.499
0,0,75,0,test,2,No-assist,3,58.13345315409166,19.950696580165385,1,0,,0.7629942974893315
0,0,75,0,test,2,AI-assist,0,50.57482397004961,15.08674696267378,0,0,0.5,0.9415361426007972
0,0,76,0,test,1,No-assist,2,44.879303126663366,21.837106296618288,1,0,,0.6820850244591854
0,0,76,0,test,1,AI-assist,0,50.47195699191148,8.766674490745471,0,0,0.5,0.499
0,0,76,0,test,2,No-assist,2,56.12970555734898,20.27821562756544,1,0,,0.8369435182965401
0,0,76,0,test,2,AI-assist,0,50.4625181700501,14.850126995056288,0,0,0.5,0.4957594074932918
0,0,77,2,test,1,No-assist,2,77.34542489169306,20.071167932991752,1,2,,0.3571727979586221
0,0,77,2,test,1,AI-assist,2,81.34534336645225,12.17739462160489,1,2,0.5,0.974253243362122
0,0,77,2,test,2,No-assist,3,83.21919627869937,21.07692350840304,1,2,,0.3623261643707445
0,0,77,2,test,2,AI-assist,0,57.37358774266801,23.03273524720878,1,2,0.5,0.499
0,0,78,0,test,1,No-assist,1,44.2902333906203,22.138625822690496,1,0,,0.699
0,0,78,0,test,1,AI-assist,0,50.43894088346082,21.3160056380495,0,0,0.5,0.599
0,0,78,0,test,2,No-assist,2,59.83719754918215,20.96207283750797,1,0,,0.6873318639235083
0,0,78,0,test,2,AI-assist,0,50.67031522732989,11.937835239132914,0,0,0.5,0.499
0,0,79,4,test,1,No-assist,3,48.44451208785297,19.489655931960204,1,4,,0.8358281469400853
0,0,79,4,test,1,AI-assist,4,50.67177938730833,18.256834031852414,0,4,0.5,0.499
0,0,79,4,test,2,No-assist,2,48.38699055185822,23.238401134845184,1,4,,0.6771411933704253
0,0,79,4,test,2,AI-assist,4,50.0285554273008,17.730508076296577,0,4,0.5,0.6813130589116861
0,0,80,0,test,1,No-assist,3,61.8190118906151,21.96813583460516,0,0,,0.8030564817034598
0,0,80,0,test,1,AI-assist,2,56.49415282793743,25.248031036875524,1,0,0.5,0.6793922653942315
0,0,80,0,test,2,No-assist,3,76.23293997569728,19.367438964305315,1,0,,0.6799476387791756
0,0,80,0,test,2,AI-assist,3,57.30202290466863,13.775413975264184,1,0,0.5,0.969737485752069
0,0,81,2,test,1,No-assist,3,80.60701482281446,20.0585084071321,0,2,,0.6741372278035925
0,0,81,2,test,1,AI-assist,0,55.94718051621698,29.603659918017,1,2,0.5,0.699
0,0,81,2,test,2,No-assist,4,43.058533124864496,23.032013562258044,0,2,,0.674070787295466
0,0,81,2,test,2,AI-assist,2,51.64990669775292,19.99740081607534,0,2,0.5,0.585222895980603
0,0,82,0,test,1,No-assist,3,98.53629990847456,19.621394169971005,1,0,,0.6941592101506328
0,0,82,0,test,1,AI-assist,4,56.95207889175964,16.621146045213642,1,0,0.5,0.699
0,0,82,0,test,2,No-assist,1,38.17716224973907,21.98128211594233,1,0,,0.6651021115318317
0,0,82,0,test,2,AI-assist,0,51.37631622053093,19.76749171041935,1,0,0.5,0.6805099290968328
0,0,83,3,test,1,No-assist,0,39.62672208280171,22.18704617876208,1,3,,0.6924334136492488
0,0,83,3,test,1,AI-assist,3,50.17756097259645,25.632633000075582,1,3,0.5,0.499
0,0,83,3,test,2,No-assist,4,79.24375094023405,20.985091897525816,1,3,,0.3572339263253807
0,0,83,3,test,2,AI-assist,2,57.150772469019564,35.444870382236914,1,3,0.5,0.9742281469400856
0,0,84,1,test,1,No-assist,4,51.60748002631597,21.72799867298965,0,1,,0.6690497373037904
0,0,84,1,test,1,AI-assist,1,50.84905702710653,20.41408291481089,0,1,0.5,0.5882215380199639
0,0,84,1,test,2,No-assist,3,38.27442684722162,20.16989275074416,1,1,,0.699
0,0,84,1,test,2,AI-assist,1,49.46176769478331,26.25956923599736,1,1,0.5,0.9736499111947022
0,0,85,3,test,1,No-assist,1,89.85576688329132,21.90285569920648,1,4,,0.699
0,0,85,3,test,1,AI-assist,2,56.46555343945213,18.10143699743487,1,4,0.5,0.6887186300988328
0,0,85,3,test,2,No-assist,2,64.92908028036014,22.04013523918875,1,1,,0.6925658973412403
0,0,85,3,test,2,AI-assist,0,58.26846556030515,20.662245962035882,1,1,0.5,0.978086282268398
0,0,86,2,test,1,No-assist,3,45.28046051728955,20.955290685448084,1,4,,0.6873092614972504
0,0,86,2,test,1,AI-assist,2,50.49444101223082,18.444619756128105,0,4,0.5,0.8104231996825048
0,0,86,2,test,2,No-assist,0,69.35152788272826,23.04480246382369,1,1,,0.6923669731411223
0,0,86,2,test,2,AI-assist,3,56.596334362117936,20.418963741040262,1,1,0.5,0.599
0,0,87,3,test,1,No-assist,0,88.57375158907048,21.22334090366136,1,3,,0.6931195158008957
0,0,87,3,test,1,AI-assist,1,56.393699203188476,27.570884034066133,1,3,0.5,0.599
0,0,87,3,test,2,No-assist,2,32.90463357214645,19.362177969498788,1,3,,0.8203322272241302
0,0,87,3,test,2,AI-assist,3,51.08080217868258,25.85825037120096,1,3,0.5,0.7484074773875768
0,0,88,2,test,1,No-assist,3,78.51981704582622,20.093628349392976,1,2,,0.2621576667988021
0,0,88,2,test,1,AI-assist,4,55.83019751073121,13.513356634310552,1,2,0.5,0.8295768003174949
0,0,88,2,test,2,No-assist,0,67.06931980068256,21.308906512699146,1,2,,0.699
0,0,88,2,test,2,AI-assist,3,58.38842144292784,22.76670322176018,1,2,0.5,0.699
0,0,89,1,test,1,No-assist,2,76.10483026296029,20.99189877888626,1,4,,0.7528685757699591
0,0,89,1,test,1,AI-assist,3,55.69484262717258,28.64994474459805,1,4,0.5,0.8289007963627302
0,0,89,1,test,2,No-assist,2,67.44001879574881,22.067851340171337,1,1,,0.699
0,0,89,1,test,2,AI-assist,0,58.40919833482162,28.82092534782753,1,1,0.5,0.499
0,0,90,0,test,1,No-assist,3,53.40033435720142,21.70104040145137,0,1,,0.6645300453084061
0,0,90,0,test,1,AI-assist,0,50.94954270715924,32.10688259530037,0,1,0.5,0.8079665365459441
0,0,90,0,test,2,No-assist,4,37.20927381401291,20.520233088985133,1,0,,0.6970867213625127
0,0,90,0,test,2,AI-assist,0,49.402068127976165,31.661984061787873,1,0,0.5,0.4953478454615373
0,0,91,4,test,1,No-assist,2,71.48693130604961,23.153814974697035,0,4,,0.3427660736746192
0,0,91,4,test,1,AI-assist,1,57.03601919176795,21.82258625190665,1,4,0.5,0.699
0,0,91,4,test,2,No-assist,0,40.0550026642654,20.43916157955756,0,4,,0.6813438747906212
0,0,91,4,test,2,AI-assist,4,49.881565190195374,13.644886189758989,1,4,0.5,0.9387277246601522
0,0,92,3,test,1,No-assist,0,73.33480197873286,21.537394235976787,1,3,,0.6986677978394447
0,0,92,3,test,1,AI-assist,0,57.13958842101053,20.829464101761936,1,3,0.5,0.699
0,0,92,3,test,2,No-assist,0,67.42968882740631,21.14846728900082,1,0,,0.6963530946893906
0,0,92,3,test,2,AI-assist,1,56.80861936202057,7.640233803328332,1,0,0.5,0.6913433091521509
0,0,93,1,test,1,No-assist,0,45.09704228775524,22.44529424909168,1,1,,0.8358532433621217
0,0,93,1,test,1,AI-assist,1,50.484160809756304,13.471102948567664,0,1,0.5,0.4843706544796337
0,0,93,1,test,2,No-assist,4,71.69147470189715,20.89808995267689,0,1,,0.6669414504425444
0,0,93,1,test,2,AI-assist,3,56.727483414977804,18.90456213320925,1,1,0.5,0.9587322272241304
0,0,94,0,test,1,No-assist,4,69.03813446131926,21.27673322703816,1,2,,0.7430160437461765
0,0,94,0,test,1,AI-assist,1,56.898769326001045,37.18616186575191,1,2,0.5,0.978072275339848
0,0,94,0,test,2,No-assist,1,67.9823454424288,20.585575461033017,1,0,,0.6874229244460411
0,0,94,0,test,2,AI-assist,1,56.83959459232205,21.18053277311377,1,0,0.5,0.4842811186498978
0,0,95,2,test,1,No-assist,0,47.85099312584666,22.119148312064283,1,1,,0.9396004969848484
0,0,95,2,test,1,AI-assist,2,50.63851390918556,28.20818239260616,0,1,0.5,0.9584
0,0,95,2,test,2,No-assist,0,70.02762489055468,19.504423782306773,0,2,,0.7404865223915399
0,0,95,2,test,2,AI-assist,1,56.634228164443456,21.000104420205734,1,2,0.5,0.9447110530565088
0,0,96,3,test,1,No-assist,3,85.72212776619894,22.195500628868103,1,2,,0.6701511062553243
0,0,96,3,test,1,AI-assist,3,81.49483978367009,21.90053092728874,1,2,0.5,0.7636495026028874
0,0,96,3,test,2,No-assist,3,75.41178588972485,20.218109699763875,1,3,,0.767012979936686
0,0,96,3,test,2,AI-assist,3,80.91696700438985,15.71832026335003,1,3,0.5,0.499
0,0,97,0,test,1,No-assist,4,49.49720829774543,22.32803769220997,1,0,,0.6851603261540936
0,0,97,0,test,1,AI-assist,0,50.73078077560724,21.51468032151272,0,0,0.5,0.6752111584134818
0,0,97,0,test,2,No-assist,2,69.01204586678948,19.801690838971915,1,0,,0.6758666542140682
0,0,97,0,test,2,AI-assist,3,56.57730711564865,17.25609061973793,1,0,0.5,0.599
0,0,98,3,test,1,No-assist,2,66.52132387104628,23.104040829957903,1,1,,0.7696722753398479
0,0,98,3,test,1,AI-assist,0,56.75770743415033,25.56847146132546,1,1,0.5,0.7689703059665371
0,0,98,3,test,2,No-assist,0,66.7393452755551,23.252486627026947,1,3,,0.6686350655701423
0,0,98,3,test,2,AI-assist,4,56.769927071139634,26.73636000882871,1,3,0.5,0.599
0,0,99,1,test,1,No-assist,0,76.03283737361672,20.59025644465009,1,1,,0.7524386442989637
0,0,99,1,test,1,AI-assist,0,57.290807578524166,16.23041431470081,1,1,0.5,0.9628065783803952
0,0,99,1,test,2,No-assist,2,63.900147339686015,20.96327331274152,0,3,,0.6739383036034745
0,0,99,1,test,2,AI-assist,3,56.61079605281026,24.22334377977262,1,3,0.5,0.499
0,0,100,1,test,1,No-assist,2,0.0,19.589350648089493,0,1,,0.732987020063314
0,0,100,1,test,1,AI-assist,1,60.365025694988674,21.356586009236764,1,1,0.5,0.9395251398295744
0,0,100,1,test,2,No-assist,0,85.77020317825452,21.304747132760827,1,1,,0.7329876584421497
0,0,100,1,test,2,AI-assist,0,57.83656626507499,31.270249112782366,1,1,0.5,0.6925350814623052
