epoch,method,mean_auc_pct,sample_sd_pct,ci95_halfwidth_pp,ci95_low_pct,ci95_high_pct,seed_1_pct,seed_2_pct,seed_3_pct,seed_4_pct,seed_5_pct,n_seeds
44,w/o CSA,73.371527,0.501564,0.622773,72.748754,73.9943,73.394629,73.453064,73.102782,72.777787,74.129373,5
45,w/o CSA,72.969511,0.501284,0.622426,72.347085,73.591937,73.123919,72.938624,72.81755,72.292048,73.675413,5
46,w/o CSA,72.474797,0.501039,0.622122,71.852675,73.096919,72.535862,72.780874,71.910972,72.039516,73.106762,5
47,w/o CSA,73.094541,0.500825,0.621856,72.472685,73.716398,72.747121,73.389869,72.659748,72.844117,73.831851,5
48,w/o CSA,73.005164,0.500638,0.621624,72.38354,73.626787,72.32163,73.202252,72.641661,73.390454,73.469821,5
49,w/o CSA,72.694369,0.500474,0.62142,72.072949,73.31579,72.247666,72.821573,72.113599,73.292211,72.996798,5
50,w/o CSA,72.334522,0.50033,0.621242,71.713279,72.955764,71.553509,72.302429,72.823093,72.719216,72.274362,5
51,w/o CSA,72.702238,0.500205,0.621087,72.081151,73.323324,72.07012,72.512661,73.447532,72.799288,72.681587,5
52,w/o CSA,72.410007,0.500095,0.620951,71.789057,73.030958,71.617699,72.39137,72.846251,72.833762,72.360955,5
53,w/o CSA,72.960413,0.5,0.620831,72.339582,73.581245,72.141073,73.177692,73.074303,73.47776,72.931237,5
54,w/o CSA,72.793951,0.499916,0.620727,72.173224,73.414679,71.917156,73.081965,73.01079,73.10592,72.853926,5
55,w/o CSA,72.812761,0.499842,0.620636,72.192125,73.433397,72.022216,73.326868,72.672359,73.063078,72.979285,5
56,w/o CSA,73.042046,0.499778,0.620556,72.421489,73.662602,72.358402,73.692272,72.835052,73.02586,73.298643,5
57,w/o CSA,72.761372,0.499722,0.620487,72.140885,73.381859,72.869793,73.150645,72.26439,72.218518,73.303514,5
58,w/o CSA,72.842144,0.499673,0.620426,72.221718,73.46257,72.848096,73.647065,72.701326,72.276419,72.737815,5
59,w/o CSA,72.786083,0.49963,0.620372,72.165711,73.406456,73.050217,73.472189,72.78719,72.258064,72.362755,5
60,w/o CSA,72.886833,0.49961,0.620348,72.266485,73.507181,73.329402,73.49931,72.500256,72.387405,72.717792,5
2,w/o ALME,71.327022,1.117915,1.388075,69.938947,72.715097,69.776266,72.510282,70.57875,71.808728,71.961087,5
3,w/o ALME,72.017703,1.050511,1.304382,70.713322,73.322085,70.600896,73.176984,71.437978,72.002486,72.870173,5
4,w/o ALME,71.53135,0.991551,1.231173,70.300177,72.762523,70.574684,72.850476,70.724245,71.240294,72.267051,5
5,w/o ALME,73.874355,0.939977,1.167136,72.707219,75.04149,72.944388,75.073576,72.902765,74.36806,74.082984,5
6,w/o ALME,74.315712,0.894864,1.111121,73.204591,75.426832,73.720753,74.599651,73.069373,75.129659,75.059123,5
7,w/o ALME,73.858987,0.855403,1.062123,72.796864,74.92111,73.015276,74.35084,72.841936,74.572936,74.513947,5
8,w/o ALME,74.225105,0.820885,1.019263,73.205841,75.244368,73.327567,75.002967,73.343062,74.776196,74.675731,5
9,w/o ALME,74.266413,0.790691,0.981773,73.28464,75.248186,74.131447,75.210898,73.070452,74.252859,74.666407,5
10,w/o ALME,74.04893,0.76428,0.948979,73.099951,74.99791,73.957012,74.261756,72.77948,74.699593,74.546812,5
11,w/o ALME,73.324441,0.741178,0.920294,72.404147,74.244734,73.28168,72.639919,72.551319,74.03189,74.117395,5
12,w/o ALME,72.049176,0.72097,0.895202,71.153974,72.944378,71.897154,71.209967,71.55324,72.789946,72.795575,5
13,w/o ALME,72.920211,0.703293,0.873253,72.046958,73.793465,73.43362,72.341441,72.020282,73.631061,73.174652,5
14,w/o ALME,72.614581,0.687831,0.854055,71.760526,73.468635,73.75622,72.481294,72.184967,71.994076,72.656346,5
15,w/o ALME,72.582862,0.674305,0.837261,71.745601,73.420123,73.667557,72.121087,72.818061,72.101601,72.206004,5
16,w/o ALME,72.996681,0.662475,0.822571,72.17411,73.819252,73.767062,72.733411,73.611366,72.228852,72.642711,5
17,w/o ALME,73.46029,0.652126,0.809721,72.650569,74.270011,74.195591,72.852462,74.136709,73.130063,72.986626,5
18,w/o ALME,73.678264,0.643074,0.798481,72.879783,74.476746,74.37936,73.224671,74.037832,73.941887,72.807571,5
19,w/o ALME,73.707524,0.635155,0.78865,72.918874,74.496174,74.310667,73.695256,73.832443,74.048903,72.650351,5
20,w/o ALME,73.184042,0.628229,0.78005,72.403993,73.964092,73.721181,73.348811,73.292683,73.458005,72.099532,5
21,w/o ALME,73.400295,0.622171,0.772527,72.627768,74.172822,74.060328,73.657345,73.809187,72.750907,72.723709,5
22,w/o ALME,73.38087,0.616871,0.765946,72.614924,74.146817,73.96298,73.907205,73.566594,72.602808,72.864765,5
23,w/o ALME,73.189452,0.612235,0.760191,72.429261,73.949642,73.892879,73.601838,73.346312,72.5533,72.552929,5
24,w/o ALME,72.92058,0.60818,0.755156,72.165425,73.675736,73.767247,72.729019,73.323038,72.440792,72.342805,5
25,w/o ALME,72.426727,0.604633,0.750752,71.675976,73.177479,72.988317,72.013024,73.02606,72.463865,71.642371,5
26,w/o ALME,72.547332,0.601531,0.746899,71.800433,73.294231,73.445782,72.733736,72.543974,72.108001,71.905167,5
27,w/o ALME,72.418859,0.598817,0.743529,71.67533,73.162388,73.268729,71.820438,71.865567,72.603344,72.536218,5
28,w/o ALME,71.840792,0.596443,0.740582,71.10021,72.581373,72.567644,71.000845,71.530426,72.092302,72.012742,5
29,w/o ALME,71.88087,0.594366,0.738003,71.142867,72.618874,72.642676,71.02327,71.732521,71.852199,72.153687,5
30,w/o ALME,71.976764,0.59255,0.735748,71.241016,72.712512,72.257932,70.948903,71.990886,72.356804,72.329296,5
31,w/o ALME,71.957954,0.590961,0.733775,71.224179,72.691729,71.796804,71.165267,72.12794,72.800719,71.899042,5
32,w/o ALME,72.725473,0.589571,0.732049,71.993424,73.457523,72.18896,72.28042,73.543907,73.139695,72.474385,5
33,w/o ALME,72.922793,0.588356,0.73054,72.192253,73.653333,72.614538,72.438787,73.709694,73.392452,72.458494,5
34,w/o ALME,73.239612,0.587292,0.72922,72.510392,73.968831,73.217139,72.434901,73.42879,74.054734,73.062494,5
35,w/o ALME,73.53012,0.586362,0.728065,72.802056,74.258185,73.440709,72.71278,73.629549,74.360086,73.507478,5
36,w/o ALME,74.277108,0.585548,0.727054,73.550054,75.004163,73.600181,73.810394,74.712978,74.988039,74.273951,5
37,w/o ALME,72.829727,0.584837,0.726171,72.103557,73.555898,72.219735,72.379436,73.046452,73.693387,72.809625,5
38,w/o ALME,72.360954,0.584214,0.725398,71.635557,73.086352,71.45825,72.161905,72.974256,72.692635,72.517724,5
39,w/o ALME,72.791984,0.583669,0.724721,72.067263,73.516706,72.435082,72.175324,73.691359,72.976397,72.68176,5
40,w/o ALME,74.457708,0.583193,0.72413,73.733579,75.181838,73.835593,74.225729,75.15291,74.997419,74.076892,5
41,w/o ALME,72.621343,0.582776,0.723613,71.89773,73.344955,72.016165,72.121865,73.23818,73.214052,72.51645,5
42,w/o ALME,71.385542,0.582412,0.72316,70.662382,72.108702,71.006454,70.778079,72.291496,71.526077,71.325604,5
43,w/o ALME,72.314359,0.582093,0.722764,71.591595,73.037124,71.793386,71.748906,72.777469,72.204447,73.04759,5
44,w/o ALME,69.473814,0.581814,0.722418,68.751396,70.196231,68.796302,68.958411,70.173463,69.62504,69.815853,5
45,w/o ALME,73.189575,0.58157,0.722115,72.46746,73.91169,72.601165,72.521349,73.701579,73.663768,73.460013,5
46,w/o ALME,71.78719,0.581357,0.72185,71.06534,72.50904,71.154714,71.313465,72.451972,72.314576,71.701221,5
47,w/o ALME,72.319277,0.58117,0.721618,71.597659,73.040895,71.808911,71.739504,73.032348,72.803501,72.212121,5
48,w/o ALME,71.999508,0.581007,0.721415,71.278093,72.720924,71.629358,71.62027,72.682638,72.580626,71.484649,5
49,w/o ALME,71.473937,0.580864,0.721238,70.752698,72.195175,71.005669,71.195384,72.24679,71.937944,70.983895,5
50,w/o ALME,71.23789,0.580739,0.721083,70.516807,71.958973,70.697287,70.958036,71.984655,71.731951,70.817523,5
51,w/o ALME,72.301082,0.58063,0.720947,71.580135,73.022029,71.709999,72.17541,73.191818,72.509731,71.91845,5
52,w/o ALME,71.644087,0.580534,0.720829,70.923258,72.364915,71.093573,71.622442,72.61068,71.574255,71.319483,5
53,w/o ALME,71.668429,0.580451,0.720725,70.947704,72.389154,71.086929,71.979931,72.48131,71.625439,71.168535,5
54,w/o ALME,72.391075,0.580378,0.720634,71.67044,73.111709,71.625041,72.684178,73.12783,72.479418,72.038905,5
55,w/o ALME,71.839071,0.580314,0.720555,71.118516,72.559625,71.231745,71.813796,72.672547,72.101065,71.3762,5
56,w/o ALME,72.223875,0.580258,0.720485,71.50339,72.94436,71.7313,71.836808,72.994637,72.699233,71.857397,5
57,w/o ALME,72.185026,0.580209,0.720424,71.464601,72.90545,71.438893,72.316819,72.784566,72.646808,71.738043,5
58,w/o ALME,72.047332,0.580166,0.720371,71.326961,72.767703,71.234687,72.277788,72.708698,72.317848,71.69764,5
59,w/o ALME,71.837964,0.580129,0.720325,71.117639,72.558289,70.895147,72.417867,71.741567,72.011817,72.123423,5
60,w/o ALME,71.738874,0.580111,0.720303,71.018571,72.459177,70.763824,71.840253,72.107064,72.238391,71.744836,5
